Order ID,Order Date,State,Category,Segment,Quantity,Sub-Category,City,Sales,Profit
ORD-10692,2021-01-29 20:00:00,Washington,Office Supplies,Corporate,3,Paper,Spokane,1261.33,194.32
ORD-10693,2021-01-29 21:00:00,Georgia,Technology,Corporate,6,Phones,Augusta,1602.27,-60.75
ORD-10694,2021-01-29 22:00:00,California,Technology,Consumer,5,Laptops,San Francisco,543.89,-35.25
ORD-10695,2021-01-29 23:00:00,Pennsylvania,Office Supplies,Consumer,5,Paper,Allentown,686.65,-78.61
ORD-10696,2021-01-30 00:00:00,Washington,Furniture,Corporate,2,Bookcases,Tacoma,1834.88,-230.56
ORD-10697,2021-01-30 01:00:00,Washington,Technology,Corporate,8,Accessories,Spokane,1512.83,134.98
ORD-10698,2021-01-30 02:00:00,Texas,Office Supplies,Corporate,5,Binders,Austin,1313.99,229.72
ORD-10699,2021-01-30 03:00:00,New York,Office Supplies,Home Office,2,Binders,Buffalo,515.52,25.26
ORD-10700,2021-01-30 04:00:00,Pennsylvania,Technology,Consumer,7,Phones,Allentown,1400.17,-184.85
ORD-10701,2021-01-30 05:00:00,Illinois,Furniture,Home Office,9,Chairs,Chicago,1774.66,277.32
ORD-10702,2021-01-30 06:00:00,Texas,Technology,Home Office,9,Laptops,Dallas,469.29,49.94
ORD-10703,2021-01-30 07:00:00,Illinois,Furniture,Consumer,1,Bookcases,Naperville,1415.19,13.73
ORD-10704,2021-01-30 08:00:00,Texas,Furniture,Consumer,7,Tables,Houston,793.45,-14.66
ORD-10705,2021-01-30 09:00:00,Texas,Furniture,Home Office,9,Tables,Houston,246.35,-24.45
ORD-10706,2021-01-30 10:00:00,Texas,Furniture,Consumer,6,Tables,Houston,1529.29,-182.8
ORD-10707,2021-01-30 11:00:00,New York,Technology,Corporate,1,Accessories,New York City,342.6,-4.69
ORD-10708,2021-01-30 12:00:00,Texas,Office Supplies,Corporate,2,Binders,Dallas,513.26,-90.9
ORD-10709,2021-01-30 13:00:00,Florida,Office Supplies,Home Office,4,Binders,Orlando,1568.05,62.95
ORD-10710,2021-01-30 14:00:00,Georgia,Office Supplies,Home Office,4,Storage,Atlanta,1486.84,194.58
ORD-10711,2021-01-30 15:00:00,Illinois,Office Supplies,Consumer,2,Storage,Naperville,515.82,163.98
ORD-10712,2021-01-30 16:00:00,California,Office Supplies,Consumer,8,Binders,San Diego,1882.52,271.47
ORD-10713,2021-01-30 17:00:00,Ohio,Office Supplies,Home Office,2,Paper,Cincinnati,438.42,62.8
ORD-10714,2021-01-30 18:00:00,Pennsylvania,Technology,Home Office,3,Phones,Pittsburgh,1987.31,11.78
ORD-10715,2021-01-30 19:00:00,Michigan,Furniture,Corporate,4,Bookcases,Grand Rapids,1478.42,-187.28
ORD-10716,2021-01-30 20:00:00,New York,Office Supplies,Corporate,9,Binders,New York City,791.09,36.24
ORD-10717,2021-01-30 21:00:00,California,Technology,Consumer,1,Phones,San Diego,269.39,34.82
ORD-10718,2021-01-30 22:00:00,Washington,Office Supplies,Corporate,8,Binders,Spokane,647.81,128.41
ORD-10719,2021-01-30 23:00:00,Florida,Office Supplies,Consumer,5,Storage,Tampa,395.54,100.6
ORD-10720,2021-01-31 00:00:00,Michigan,Furniture,Consumer,7,Bookcases,Grand Rapids,1247.46,-73.9
ORD-10721,2021-01-31 01:00:00,Ohio,Furniture,Consumer,8,Chairs,Columbus,720.14,-48.49
ORD-10722,2021-01-31 02:00:00,California,Furniture,Corporate,5,Chairs,San Francisco,597.06,66.22
ORD-10723,2021-01-31 03:00:00,Michigan,Office Supplies,Home Office,8,Paper,Ann Arbor,1516.7,168.82
ORD-10724,2021-01-31 04:00:00,California,Office Supplies,Home Office,8,Paper,San Francisco,468.89,-37.57
ORD-10725,2021-01-31 05:00:00,Florida,Office Supplies,Corporate,9,Binders,Tampa,1177.91,145.01
ORD-10726,2021-01-31 06:00:00,Ohio,Furniture,Home Office,2,Bookcases,Columbus,397.25,-3.88
ORD-10727,2021-01-31 07:00:00,Washington,Technology,Consumer,3,Laptops,Tacoma,1432.45,217.19
ORD-10728,2021-01-31 08:00:00,Texas,Office Supplies,Home Office,1,Binders,Dallas,1253.99,-50.07
ORD-10729,2021-01-31 09:00:00,Illinois,Office Supplies,Corporate,4,Paper,Naperville,1598.33,201.01
ORD-10730,2021-01-31 10:00:00,Washington,Office Supplies,Home Office,5,Paper,Tacoma,146.31,32.56
ORD-10731,2021-01-31 11:00:00,Texas,Technology,Consumer,1,Laptops,Dallas,428.11,145.17
ORD-10732,2021-01-31 12:00:00,New York,Office Supplies,Consumer,8,Storage,New York City,317.38,95.56
ORD-10733,2021-01-31 13:00:00,Georgia,Technology,Corporate,2,Phones,Augusta,389.22,29.95
ORD-10734,2021-01-31 14:00:00,Pennsylvania,Office Supplies,Corporate,1,Storage,Pittsburgh,215.0,14.75
ORD-10735,2021-01-31 15:00:00,Pennsylvania,Technology,Corporate,2,Accessories,Allentown,1128.54,45.97
ORD-10736,2021-01-31 16:00:00,Illinois,Office Supplies,Consumer,5,Paper,Naperville,1190.93,-220.01
ORD-10737,2021-01-31 17:00:00,Ohio,Furniture,Home Office,9,Chairs,Cincinnati,1688.54,-183.59
ORD-10738,2021-01-31 18:00:00,Florida,Furniture,Home Office,9,Tables,Tampa,841.3,-140.87
ORD-10739,2021-01-31 19:00:00,Ohio,Furniture,Corporate,2,Bookcases,Cincinnati,1069.45,195.7
ORD-10740,2021-01-31 20:00:00,Florida,Furniture,Home Office,2,Bookcases,Orlando,1982.7,54.09
ORD-10741,2021-01-31 21:00:00,Ohio,Office Supplies,Home Office,3,Binders,Columbus,1068.37,-176.2
ORD-10742,2021-01-31 22:00:00,Georgia,Furniture,Corporate,7,Bookcases,Savannah,1151.42,207.04
ORD-10743,2021-01-31 23:00:00,New York,Technology,Corporate,3,Accessories,Buffalo,1991.88,307.63
ORD-10744,2021-02-01 00:00:00,New York,Furniture,Consumer,1,Chairs,Rochester,1988.32,389.67
ORD-10745,2021-02-01 01:00:00,Texas,Furniture,Consumer,6,Tables,Houston,853.82,110.92
ORD-10746,2021-02-01 02:00:00,Michigan,Furniture,Consumer,3,Chairs,Ann Arbor,1273.54,-141.56
ORD-10747,2021-02-01 03:00:00,New York,Office Supplies,Consumer,1,Storage,Rochester,966.8,-160.72
ORD-10748,2021-02-01 04:00:00,New York,Furniture,Home Office,4,Chairs,Buffalo,1444.22,360.23
ORD-10749,2021-02-01 05:00:00,Washington,Technology,Home Office,1,Laptops,Seattle,1877.39,-152.64
ORD-10750,2021-02-01 06:00:00,Washington,Furniture,Consumer,1,Bookcases,Tacoma,626.22,61.61
ORD-10751,2021-02-01 07:00:00,Texas,Furniture,Consumer,2,Tables,Dallas,1639.56,109.64
ORD-10752,2021-02-01 08:00:00,Michigan,Furniture,Corporate,8,Tables,Ann Arbor,1313.15,402.58
ORD-10753,2021-02-01 09:00:00,Illinois,Technology,Home Office,2,Phones,Naperville,567.57,58.94
ORD-10754,2021-02-01 10:00:00,Washington,Furniture,Home Office,2,Tables,Seattle,1596.63,190.01
ORD-10755,2021-02-01 11:00:00,Illinois,Technology,Consumer,8,Phones,Chicago,859.99,-20.87
ORD-10756,2021-02-01 12:00:00,California,Technology,Home Office,6,Phones,Los Angeles,249.59,81.69
ORD-10757,2021-02-01 13:00:00,Washington,Furniture,Corporate,4,Tables,Tacoma,1986.9,271.82
ORD-10758,2021-02-01 14:00:00,Georgia,Technology,Corporate,3,Phones,Atlanta,857.04,-169.06
ORD-10759,2021-02-01 15:00:00,Michigan,Office Supplies,Home Office,1,Binders,Grand Rapids,1087.69,115.13
ORD-10760,2021-02-01 16:00:00,Texas,Furniture,Consumer,3,Tables,Austin,1617.84,0.2
ORD-10761,2021-02-01 17:00:00,California,Furniture,Home Office,9,Bookcases,Los Angeles,1922.14,-350.48
ORD-10762,2021-02-01 18:00:00,Michigan,Technology,Corporate,5,Phones,Ann Arbor,1747.05,65.26
ORD-10763,2021-02-01 19:00:00,Georgia,Technology,Consumer,6,Phones,Augusta,1054.86,237.83
ORD-10764,2021-02-01 20:00:00,Michigan,Furniture,Home Office,5,Tables,Grand Rapids,1095.94,84.48
ORD-10765,2021-02-01 21:00:00,Georgia,Office Supplies,Consumer,1,Binders,Savannah,568.97,86.31
ORD-10766,2021-02-01 22:00:00,Georgia,Technology,Consumer,1,Laptops,Savannah,930.98,141.38
ORD-10767,2021-02-01 23:00:00,Illinois,Technology,Corporate,4,Accessories,Naperville,1894.21,320.24
ORD-10768,2021-02-02 00:00:00,Ohio,Office Supplies,Consumer,3,Storage,Cincinnati,1456.61,19.2
ORD-10769,2021-02-02 01:00:00,California,Office Supplies,Home Office,8,Paper,San Francisco,33.64,0.12
ORD-10770,2021-02-02 02:00:00,Michigan,Furniture,Consumer,7,Bookcases,Ann Arbor,241.85,-47.76
ORD-10771,2021-02-02 03:00:00,Florida,Office Supplies,Consumer,7,Paper,Tampa,1848.38,-212.89
ORD-10772,2021-02-02 04:00:00,California,Furniture,Home Office,8,Chairs,San Francisco,1698.95,548.67
ORD-10773,2021-02-02 05:00:00,Ohio,Office Supplies,Corporate,7,Storage,Columbus,977.47,257.4
ORD-10774,2021-02-02 06:00:00,California,Technology,Corporate,2,Phones,San Francisco,1237.79,-60.27
ORD-10775,2021-02-02 07:00:00,New York,Furniture,Home Office,4,Chairs,New York City,586.4,12.11
ORD-10776,2021-02-02 08:00:00,Florida,Furniture,Home Office,6,Tables,Tampa,1587.73,503.24
ORD-10777,2021-02-02 09:00:00,Ohio,Furniture,Corporate,3,Bookcases,Cincinnati,1210.6,-75.37
ORD-10778,2021-02-02 10:00:00,Illinois,Office Supplies,Consumer,3,Storage,Chicago,1392.7,129.37
ORD-10779,2021-02-02 11:00:00,Michigan,Technology,Home Office,6,Phones,Ann Arbor,756.07,-142.03
ORD-10780,2021-02-02 12:00:00,Pennsylvania,Furniture,Consumer,1,Chairs,Allentown,866.57,122.06
ORD-10781,2021-02-02 13:00:00,Ohio,Furniture,Home Office,1,Tables,Cleveland,423.29,131.87
ORD-10782,2021-02-02 14:00:00,Texas,Furniture,Corporate,5,Bookcases,Dallas,1896.62,543.59
ORD-10783,2021-02-02 15:00:00,Michigan,Furniture,Consumer,1,Tables,Ann Arbor,1893.65,144.07
ORD-10784,2021-02-02 16:00:00,Ohio,Technology,Consumer,8,Laptops,Cleveland,1637.32,257.56
ORD-10785,2021-02-02 17:00:00,New York,Office Supplies,Home Office,2,Paper,Buffalo,1871.75,212.24
ORD-10786,2021-02-02 18:00:00,Pennsylvania,Technology,Consumer,6,Accessories,Pittsburgh,1334.0,-217.66
ORD-10787,2021-02-02 19:00:00,New York,Furniture,Home Office,5,Tables,Rochester,476.96,-53.75
ORD-10788,2021-02-02 20:00:00,Pennsylvania,Technology,Corporate,4,Accessories,Philadelphia,1522.82,502.68
ORD-10789,2021-02-02 21:00:00,Texas,Furniture,Consumer,1,Tables,Houston,657.3,-38.92
ORD-10790,2021-02-02 22:00:00,Michigan,Office Supplies,Home Office,3,Binders,Ann Arbor,886.56,10.15
ORD-10791,2021-02-02 23:00:00,Illinois,Office Supplies,Consumer,4,Paper,Aurora,555.96,44.43
ORD-10792,2021-02-03 00:00:00,New York,Office Supplies,Home Office,2,Paper,Buffalo,853.01,288.76
ORD-10793,2021-02-03 01:00:00,New York,Furniture,Home Office,2,Bookcases,New York City,1361.84,244.45
ORD-10794,2021-02-03 02:00:00,Georgia,Technology,Home Office,2,Phones,Augusta,230.12,33.66
ORD-10795,2021-02-03 03:00:00,Pennsylvania,Office Supplies,Corporate,1,Binders,Allentown,219.36,19.4
ORD-10796,2021-02-03 04:00:00,Washington,Furniture,Consumer,2,Bookcases,Spokane,1370.7,254.09
ORD-10797,2021-02-03 05:00:00,Michigan,Furniture,Corporate,6,Bookcases,Grand Rapids,1561.37,257.95
ORD-10798,2021-02-03 06:00:00,Pennsylvania,Technology,Home Office,3,Phones,Pittsburgh,1107.42,328.42
ORD-10799,2021-02-03 07:00:00,Georgia,Office Supplies,Home Office,5,Storage,Augusta,371.47,36.41
ORD-10800,2021-02-03 08:00:00,California,Furniture,Corporate,1,Chairs,Los Angeles,867.21,27.6
ORD-10801,2021-02-03 09:00:00,Pennsylvania,Technology,Corporate,8,Laptops,Allentown,1518.77,370.49
ORD-10802,2021-02-03 10:00:00,Illinois,Office Supplies,Consumer,4,Paper,Naperville,1374.61,329.74
ORD-10803,2021-02-03 11:00:00,Michigan,Technology,Home Office,9,Phones,Ann Arbor,228.63,-24.37
ORD-10804,2021-02-03 12:00:00,Georgia,Technology,Corporate,4,Phones,Atlanta,1938.6,-135.25
ORD-10805,2021-02-03 13:00:00,California,Furniture,Home Office,2,Tables,San Francisco,454.49,148.73
ORD-10806,2021-02-03 14:00:00,Florida,Furniture,Home Office,3,Tables,Tampa,448.58,19.85
ORD-10807,2021-02-03 15:00:00,Georgia,Furniture,Consumer,5,Chairs,Augusta,925.12,79.39
ORD-10808,2021-02-03 16:00:00,Florida,Technology,Consumer,6,Accessories,Orlando,661.21,-19.45
ORD-10809,2021-02-03 17:00:00,Michigan,Furniture,Consumer,7,Bookcases,Detroit,1968.13,127.12
ORD-10810,2021-02-03 18:00:00,New York,Technology,Corporate,4,Phones,New York City,162.21,33.88
ORD-10811,2021-02-03 19:00:00,Georgia,Technology,Home Office,7,Accessories,Savannah,619.81,40.47
ORD-10812,2021-02-03 20:00:00,Texas,Furniture,Corporate,3,Tables,Austin,771.62,-20.73
ORD-10813,2021-02-03 21:00:00,Florida,Office Supplies,Corporate,7,Paper,Miami,991.98,-146.02
ORD-10814,2021-02-03 22:00:00,Illinois,Office Supplies,Consumer,4,Storage,Chicago,42.65,13.24
ORD-10815,2021-02-03 23:00:00,Texas,Office Supplies,Home Office,8,Binders,Austin,173.9,48.59
ORD-10816,2021-02-04 00:00:00,Ohio,Technology,Home Office,9,Laptops,Cincinnati,523.04,123.05
ORD-10817,2021-02-04 01:00:00,Ohio,Technology,Consumer,7,Laptops,Cincinnati,1112.46,202.18
ORD-10818,2021-02-04 02:00:00,California,Technology,Home Office,8,Laptops,San Diego,1537.87,128.46
ORD-10819,2021-02-04 03:00:00,New York,Furniture,Consumer,8,Bookcases,Rochester,1376.13,403.99
ORD-10820,2021-02-04 04:00:00,Michigan,Technology,Corporate,2,Phones,Ann Arbor,1138.38,268.02
ORD-10821,2021-02-04 05:00:00,Georgia,Furniture,Corporate,9,Bookcases,Atlanta,800.49,199.17
ORD-10822,2021-02-04 06:00:00,Washington,Furniture,Consumer,6,Chairs,Tacoma,1742.68,-51.84
ORD-10823,2021-02-04 07:00:00,Illinois,Office Supplies,Corporate,4,Binders,Aurora,924.95,30.43
ORD-10824,2021-02-04 08:00:00,Florida,Office Supplies,Corporate,5,Storage,Orlando,605.51,114.28
ORD-10825,2021-02-04 09:00:00,Michigan,Office Supplies,Consumer,5,Paper,Grand Rapids,1262.38,5.16
ORD-10826,2021-02-04 10:00:00,Texas,Furniture,Corporate,7,Chairs,Dallas,1387.31,99.45
ORD-10827,2021-02-04 11:00:00,Ohio,Furniture,Home Office,9,Bookcases,Cleveland,802.96,124.93
ORD-10828,2021-02-04 12:00:00,Illinois,Furniture,Corporate,7,Tables,Naperville,66.01,2.69
ORD-10829,2021-02-04 13:00:00,Washington,Technology,Consumer,9,Phones,Tacoma,197.32,46.6
ORD-10830,2021-02-04 14:00:00,Georgia,Furniture,Home Office,4,Chairs,Savannah,1692.74,-230.29
ORD-10831,2021-02-04 15:00:00,California,Office Supplies,Home Office,4,Paper,San Diego,122.53,23.88
ORD-10832,2021-02-04 16:00:00,Washington,Office Supplies,Corporate,6,Binders,Seattle,1188.12,-142.73
ORD-10833,2021-02-04 17:00:00,Illinois,Furniture,Home Office,8,Bookcases,Chicago,375.58,118.61
ORD-10834,2021-02-04 18:00:00,Washington,Furniture,Consumer,9,Chairs,Seattle,465.56,-12.7
ORD-10835,2021-02-04 19:00:00,Illinois,Office Supplies,Home Office,1,Binders,Chicago,553.93,131.55
ORD-10836,2021-02-04 20:00:00,Illinois,Furniture,Corporate,1,Tables,Naperville,86.2,7.48
ORD-10837,2021-02-04 21:00:00,Pennsylvania,Office Supplies,Corporate,8,Storage,Pittsburgh,362.7,-54.37
ORD-10838,2021-02-04 22:00:00,Florida,Technology,Home Office,7,Laptops,Orlando,1304.49,157.09
ORD-10839,2021-02-04 23:00:00,Ohio,Office Supplies,Consumer,9,Storage,Columbus,1002.45,302.44
ORD-10840,2021-02-05 00:00:00,Pennsylvania,Technology,Consumer,3,Laptops,Allentown,1596.68,-181.26
ORD-10841,2021-02-05 01:00:00,Georgia,Furniture,Corporate,5,Chairs,Augusta,131.87,-3.07
ORD-10842,2021-02-05 02:00:00,Pennsylvania,Furniture,Corporate,3,Bookcases,Philadelphia,1778.91,73.89
ORD-10843,2021-02-05 03:00:00,New York,Technology,Consumer,5,Accessories,Buffalo,1992.83,-97.09
ORD-10844,2021-02-05 04:00:00,New York,Furniture,Home Office,1,Chairs,Rochester,41.32,13.18
ORD-10845,2021-02-05 05:00:00,Ohio,Technology,Home Office,4,Laptops,Cincinnati,1935.6,14.76
ORD-10846,2021-02-05 06:00:00,Washington,Furniture,Home Office,6,Bookcases,Seattle,479.37,77.63
ORD-10847,2021-02-05 07:00:00,Florida,Office Supplies,Home Office,2,Binders,Tampa,1388.16,-106.67
ORD-10848,2021-02-05 08:00:00,Ohio,Furniture,Consumer,7,Chairs,Columbus,592.04,-46.87
ORD-10849,2021-02-05 09:00:00,Illinois,Office Supplies,Corporate,8,Storage,Chicago,1048.41,-108.28
ORD-10850,2021-02-05 10:00:00,Texas,Office Supplies,Corporate,1,Storage,Austin,1025.73,40.15
ORD-10851,2021-02-05 11:00:00,Florida,Technology,Home Office,4,Accessories,Tampa,728.6,67.81
ORD-10852,2021-02-05 12:00:00,Florida,Furniture,Consumer,4,Chairs,Miami,1437.92,-279.08
ORD-10853,2021-02-05 13:00:00,Illinois,Technology,Consumer,5,Laptops,Naperville,1203.28,310.58
ORD-10854,2021-02-05 14:00:00,Illinois,Furniture,Home Office,4,Tables,Chicago,1021.47,83.78
ORD-10855,2021-02-05 15:00:00,California,Office Supplies,Home Office,9,Storage,San Diego,1965.85,-223.19
ORD-10856,2021-02-05 16:00:00,Ohio,Office Supplies,Home Office,7,Binders,Cleveland,1880.62,-306.52
ORD-10857,2021-02-05 17:00:00,Illinois,Furniture,Corporate,2,Chairs,Chicago,1911.32,-315.83
ORD-10858,2021-02-05 18:00:00,New York,Furniture,Home Office,1,Bookcases,Buffalo,1763.83,-102.82
ORD-10859,2021-02-05 19:00:00,Georgia,Technology,Corporate,9,Phones,Savannah,517.76,38.63
ORD-10860,2021-02-05 20:00:00,Texas,Furniture,Consumer,1,Chairs,Austin,706.45,192.95
ORD-10861,2021-02-05 21:00:00,Ohio,Furniture,Consumer,6,Chairs,Columbus,469.8,139.36
ORD-10862,2021-02-05 22:00:00,Michigan,Furniture,Corporate,2,Bookcases,Detroit,1972.49,508.47
ORD-10863,2021-02-05 23:00:00,New York,Technology,Corporate,4,Accessories,Rochester,313.8,-6.05
ORD-10864,2021-02-06 00:00:00,Washington,Furniture,Corporate,6,Bookcases,Tacoma,739.36,-23.21
ORD-10865,2021-02-06 01:00:00,Illinois,Office Supplies,Corporate,5,Paper,Aurora,406.1,139.33
ORD-10866,2021-02-06 02:00:00,Michigan,Technology,Home Office,6,Laptops,Detroit,454.67,79.43
ORD-10867,2021-02-06 03:00:00,Illinois,Technology,Consumer,3,Accessories,Chicago,501.7,-16.19
ORD-10868,2021-02-06 04:00:00,Florida,Office Supplies,Home Office,5,Binders,Orlando,1282.94,-24.38
ORD-10869,2021-02-06 05:00:00,New York,Office Supplies,Corporate,2,Binders,Rochester,161.34,6.3
ORD-10870,2021-02-06 06:00:00,Florida,Office Supplies,Home Office,7,Storage,Orlando,1149.33,163.2
ORD-10871,2021-02-06 07:00:00,California,Furniture,Home Office,3,Chairs,Los Angeles,1640.38,482.09
ORD-10872,2021-02-06 08:00:00,Florida,Office Supplies,Consumer,1,Binders,Miami,1535.38,-139.61
ORD-10873,2021-02-06 09:00:00,California,Furniture,Home Office,8,Tables,San Francisco,310.83,-47.74
ORD-10874,2021-02-06 10:00:00,California,Technology,Consumer,8,Phones,San Diego,1830.32,42.4
ORD-10875,2021-02-06 11:00:00,Michigan,Technology,Corporate,3,Phones,Grand Rapids,1542.48,-100.26
ORD-10876,2021-02-06 12:00:00,Illinois,Office Supplies,Home Office,7,Storage,Chicago,20.55,2.4
ORD-10877,2021-02-06 13:00:00,Washington,Furniture,Corporate,9,Tables,Spokane,1477.37,272.68
ORD-10878,2021-02-06 14:00:00,Florida,Office Supplies,Consumer,8,Paper,Tampa,1477.47,-42.99
ORD-10879,2021-02-06 15:00:00,New York,Office Supplies,Corporate,3,Binders,Buffalo,998.66,176.76
ORD-10880,2021-02-06 16:00:00,California,Furniture,Corporate,2,Bookcases,San Diego,101.51,-1.14
ORD-10881,2021-02-06 17:00:00,Illinois,Office Supplies,Consumer,7,Paper,Chicago,1164.01,173.71
ORD-10882,2021-02-06 18:00:00,Texas,Technology,Corporate,7,Laptops,Austin,1533.84,227.29
ORD-10883,2021-02-06 19:00:00,Ohio,Office Supplies,Corporate,9,Binders,Cleveland,549.04,-25.81
ORD-10884,2021-02-06 20:00:00,Michigan,Furniture,Corporate,5,Tables,Ann Arbor,1337.47,200.15
ORD-10885,2021-02-06 21:00:00,Washington,Furniture,Home Office,4,Bookcases,Seattle,714.31,6.8
ORD-10886,2021-02-06 22:00:00,Pennsylvania,Technology,Corporate,8,Accessories,Philadelphia,1151.97,-17.22
ORD-10887,2021-02-06 23:00:00,Michigan,Furniture,Consumer,4,Tables,Grand Rapids,775.29,-31.7
ORD-10888,2021-02-07 00:00:00,Texas,Furniture,Home Office,4,Bookcases,Dallas,614.49,-6.08
ORD-10889,2021-02-07 01:00:00,Ohio,Technology,Home Office,2,Accessories,Cincinnati,1713.27,398.69
ORD-10890,2021-02-07 02:00:00,Texas,Office Supplies,Consumer,1,Binders,Houston,1510.14,-98.39
ORD-10891,2021-02-07 03:00:00,Florida,Technology,Corporate,4,Laptops,Miami,697.44,122.12
ORD-10892,2021-02-07 04:00:00,California,Office Supplies,Home Office,7,Paper,San Diego,874.92,258.4
ORD-10893,2021-02-07 05:00:00,Washington,Technology,Home Office,9,Phones,Seattle,1386.49,-10.07
ORD-10894,2021-02-07 06:00:00,Georgia,Office Supplies,Home Office,9,Binders,Savannah,1624.05,-298.45
ORD-10895,2021-02-07 07:00:00,California,Technology,Corporate,1,Phones,San Francisco,1371.84,-255.8
ORD-10896,2021-02-07 08:00:00,Georgia,Office Supplies,Home Office,5,Binders,Augusta,1086.45,-133.93
ORD-10897,2021-02-07 09:00:00,Ohio,Technology,Consumer,7,Accessories,Cincinnati,1909.23,-266.29
ORD-10898,2021-02-07 10:00:00,Illinois,Office Supplies,Corporate,7,Storage,Naperville,1550.55,327.86
ORD-10899,2021-02-07 11:00:00,Pennsylvania,Technology,Consumer,6,Phones,Pittsburgh,240.03,-9.08
ORD-10900,2021-02-07 12:00:00,New York,Furniture,Consumer,4,Tables,Rochester,1120.7,178.06
ORD-10901,2021-02-07 13:00:00,California,Office Supplies,Home Office,3,Paper,Los Angeles,825.02,-145.74
ORD-10902,2021-02-07 14:00:00,Washington,Technology,Home Office,9,Laptops,Tacoma,1591.92,-59.45
ORD-10903,2021-02-07 15:00:00,Texas,Office Supplies,Home Office,4,Binders,Houston,98.88,-7.04
ORD-10904,2021-02-07 16:00:00,Washington,Office Supplies,Consumer,8,Storage,Spokane,827.34,-39.48
ORD-10905,2021-02-07 17:00:00,Ohio,Technology,Corporate,1,Accessories,Columbus,643.37,-61.19
ORD-10906,2021-02-07 18:00:00,Georgia,Office Supplies,Home Office,7,Storage,Atlanta,290.96,40.69
ORD-10907,2021-02-07 19:00:00,Texas,Technology,Home Office,6,Accessories,Houston,763.82,125.63
ORD-10908,2021-02-07 20:00:00,New York,Furniture,Consumer,1,Tables,Buffalo,1348.87,-159.63
ORD-10909,2021-02-07 21:00:00,New York,Office Supplies,Corporate,4,Paper,New York City,729.74,151.52
ORD-10910,2021-02-07 22:00:00,California,Furniture,Consumer,5,Bookcases,Los Angeles,1164.21,-72.73
ORD-10911,2021-02-07 23:00:00,Ohio,Office Supplies,Home Office,8,Binders,Cincinnati,1189.7,-52.81
ORD-10912,2021-02-08 00:00:00,Illinois,Office Supplies,Consumer,4,Storage,Naperville,1178.35,301.47
ORD-10913,2021-02-08 01:00:00,Ohio,Office Supplies,Home Office,3,Storage,Cincinnati,1063.77,314.49
ORD-10914,2021-02-08 02:00:00,Georgia,Technology,Corporate,2,Phones,Atlanta,242.81,61.58
ORD-10915,2021-02-08 03:00:00,Washington,Furniture,Consumer,4,Bookcases,Seattle,444.73,-52.8
ORD-10916,2021-02-08 04:00:00,New York,Office Supplies,Home Office,4,Paper,Buffalo,1602.13,560.1
ORD-10917,2021-02-08 05:00:00,Washington,Technology,Home Office,5,Phones,Seattle,1009.71,171.33
ORD-10918,2021-02-08 06:00:00,Washington,Office Supplies,Home Office,7,Binders,Seattle,1415.09,114.44
ORD-10919,2021-02-08 07:00:00,Washington,Technology,Home Office,9,Accessories,Spokane,1144.12,372.03
ORD-10920,2021-02-08 08:00:00,New York,Office Supplies,Consumer,2,Paper,New York City,86.99,21.71
ORD-10921,2021-02-08 09:00:00,Michigan,Furniture,Home Office,5,Tables,Grand Rapids,1594.47,287.74
ORD-10922,2021-02-08 10:00:00,Florida,Furniture,Consumer,9,Tables,Tampa,138.01,36.04
ORD-10923,2021-02-08 11:00:00,Georgia,Office Supplies,Home Office,3,Storage,Augusta,1886.92,22.66
ORD-10924,2021-02-08 12:00:00,Michigan,Technology,Consumer,1,Accessories,Detroit,438.6,77.39
ORD-10925,2021-02-08 13:00:00,Georgia,Office Supplies,Consumer,2,Paper,Augusta,1029.69,-98.01
ORD-10926,2021-02-08 14:00:00,Texas,Technology,Home Office,6,Accessories,Houston,136.54,46.89
ORD-10927,2021-02-08 15:00:00,Ohio,Office Supplies,Home Office,5,Paper,Cincinnati,1790.92,221.97
ORD-10928,2021-02-08 16:00:00,Ohio,Technology,Home Office,1,Accessories,Cleveland,1960.08,485.77
ORD-10929,2021-02-08 17:00:00,Pennsylvania,Furniture,Home Office,1,Chairs,Pittsburgh,301.12,7.24
ORD-10930,2021-02-08 18:00:00,Ohio,Office Supplies,Corporate,4,Binders,Cleveland,598.62,130.03
ORD-10931,2021-02-08 19:00:00,New York,Furniture,Home Office,4,Bookcases,Buffalo,41.59,0.54
ORD-10932,2021-02-08 20:00:00,Illinois,Furniture,Home Office,6,Bookcases,Chicago,1576.06,196.22
ORD-10933,2021-02-08 21:00:00,California,Office Supplies,Home Office,6,Paper,Los Angeles,629.81,143.58
ORD-10934,2021-02-08 22:00:00,Pennsylvania,Office Supplies,Consumer,6,Binders,Allentown,1181.79,-160.65
ORD-10935,2021-02-08 23:00:00,California,Technology,Home Office,1,Laptops,Los Angeles,88.04,-0.33
ORD-10936,2021-02-09 00:00:00,Georgia,Technology,Consumer,9,Accessories,Atlanta,1433.77,142.97
ORD-10937,2021-02-09 01:00:00,California,Furniture,Consumer,7,Tables,San Diego,1063.51,-17.34
ORD-10938,2021-02-09 02:00:00,California,Technology,Consumer,7,Laptops,San Francisco,1452.71,-43.52
ORD-10939,2021-02-09 03:00:00,Pennsylvania,Technology,Consumer,7,Accessories,Allentown,1581.23,-71.29
ORD-10940,2021-02-09 04:00:00,Texas,Office Supplies,Corporate,2,Binders,Austin,187.59,-14.02
ORD-10941,2021-02-09 05:00:00,Washington,Technology,Home Office,2,Laptops,Spokane,1160.4,309.71
